id,headline,intro,byline,date,timeToRead,premiumStory,section,keywords,url,thumbnailimage,listimage,smallimage,bigimage,imagecaption,image_621x414,image_222x148,sliderimages,slidervideos,interactives,body
11749123125243,"Hero MotoCorp, Coromandel to Emami: Experts bullish on these stocks on early monsoon arrival","India's monsoon season has begun earlier than usual, promising above-normal rainfall. This is likely to enhance agricultural productivity, support rural demand, ease inflation, and provide growth opportunities in related sectors.&nbsp;",A Ksheerasagar,"Thu, 05 Jun 2025 17:08 PM IST IST",2,false,Markets,,https://www.livemint.com/market/stock-market-news/hero-motocorp-coromandel-to-emami-experts-bullish-on-these-stocks-on-early-monsoon-arrival-11749123125243.html,https://www.livemint.com/lm-img/img/2025/06/05/90x90/3-0-59476884-farmer-kzmH--621x414-LiveMint-0_1679806856756_1749123121038.jpg,https://www.livemint.com/lm-img/img/2025/06/05/90x90/3-0-59476884-farmer-kzmH--621x414-LiveMint-0_1679806856756_1749123121038.jpg,https://www.livemint.com/lm-img/img/2025/06/05/90x90/3-0-59476884-farmer-kzmH--621x414-LiveMint-0_1679806856756_1749123121038.jpg,https://www.livemint.com/lm-img/img/2025/06/05/600x338/3-0-59476884-farmer-kzmH--621x414-LiveMint-0_1679806856756_1749123121038.jpg,"Hero MotoCorp, Coromandel to Emami: Experts bullish on these stocks on early monsoon arrival",https://www.livemint.com/lm-img/img/2025/06/05/600x338/3-0-59476884-farmer-kzmH--621x414-LiveMint-0_1679806856756_1749123121038.jpg,https://www.livemint.com/lm-img/img/2025/06/05/600x338/3-0-59476884-farmer-kzmH--621x414-LiveMint-0_1679806856756_1749123121038.jpg,[],[],[],
11749034767728,"As monsoon arrives early, here are three stocks to add to your watchlist","Here are three companies with rural exposure, solid fundamentals, and potential to outperform as demand picks up.",,"Thu, 05 Jun 2025 09:00 AM IST IST",9,true,Markets,,https://www.livemint.com/market/stock-market-news/fmcg-stocks-consumption-shares-monsoon-rains-rural-economy-11749034767728.html,https://www.livemint.com/lm-img/img/2025/06/04/90x90/gc8e705e7afa62853aaef506281e7e377b4709918ce914adc2bdc293dad3641615118bec602fb53a2f21857bb0637c2066aea7f16ad3673e4c00cf7c265e75523_1280_1749038643712_1749038662169.jpg,https://www.livemint.com/lm-img/img/2025/06/04/90x90/gc8e705e7afa62853aaef506281e7e377b4709918ce914adc2bdc293dad3641615118bec602fb53a2f21857bb0637c2066aea7f16ad3673e4c00cf7c265e75523_1280_1749038643712_1749038662169.jpg,https://www.livemint.com/lm-img/img/2025/06/04/90x90/gc8e705e7afa62853aaef506281e7e377b4709918ce914adc2bdc293dad3641615118bec602fb53a2f21857bb0637c2066aea7f16ad3673e4c00cf7c265e75523_1280_1749038643712_1749038662169.jpg,https://www.livemint.com/lm-img/img/2025/06/04/600x338/gc8e705e7afa62853aaef506281e7e377b4709918ce914adc2bdc293dad3641615118bec602fb53a2f21857bb0637c2066aea7f16ad3673e4c00cf7c265e75523_1280_1749038643712_1749038662169.jpg,"Timely rains boost farm output, lift rural incomes, and revive consumption in hinterlands. (Image: Pixabay)",https://www.livemint.com/lm-img/img/2025/06/04/600x338/gc8e705e7afa62853aaef506281e7e377b4709918ce914adc2bdc293dad3641615118bec602fb53a2f21857bb0637c2066aea7f16ad3673e4c00cf7c265e75523_1280_1749038643712_1749038662169.jpg,https://www.livemint.com/lm-img/img/2025/06/04/600x338/gc8e705e7afa62853aaef506281e7e377b4709918ce914adc2bdc293dad3641615118bec602fb53a2f21857bb0637c2066aea7f16ad3673e4c00cf7c265e75523_1280_1749038643712_1749038662169.jpg,[],[],"[{'interactiveurl': 'http:https://datawrapper.dwcdn.net/vReN0/full.png'}, {'interactiveurl': 'http:https://datawrapper.dwcdn.net/JXqK3/full.png'}, {'interactiveurl': 'http:https://datawrapper.dwcdn.net/sxftW/full.png'}, {'interactiveurl': 'http:https://datawrapper.dwcdn.net/nMEfp/full.png'}]",
11748930605399,"Axis Securities raises Nifty target to 26,300 for March 2026; top stock picks include HDFC Bank, SBI, and others","Axis Securities has raised its Nifty 50 target to 26,300 for March 2026, citing strong earnings and market sentiment. While a near-term consolidation is anticipated due to global uncertainties, the firm remains bullish on domestic sectors and has adjusted its portfolio to focus on quality stocks.",Pranati Deva,"Tue, 03 Jun 2025 12:54 PM IST IST",3,false,Markets,,https://www.livemint.com/market/stock-market-news/axis-securities-raises-nifty-target-to-26-300-for-march-2026-top-stock-picks-include-hdfc-bank-sbi-and-others-11748930605399.html,https://www.livemint.com/lm-img/img/2025/06/03/90x90/GROWW-IPO--0_1748279782550_1748935381546.JPG,https://www.livemint.com/lm-img/img/2025/06/03/90x90/GROWW-IPO--0_1748279782550_1748935381546.JPG,https://www.livemint.com/lm-img/img/2025/06/03/90x90/GROWW-IPO--0_1748279782550_1748935381546.JPG,https://www.livemint.com/lm-img/img/2025/06/03/600x338/GROWW-IPO--0_1748279782550_1748935381546.JPG,"Axis Securities raises Nifty target to 26,300 for March 2026; top stock picks include HDFC Bank, SBI, and others",https://www.livemint.com/lm-img/img/2025/06/03/600x338/GROWW-IPO--0_1748279782550_1748935381546.JPG,https://www.livemint.com/lm-img/img/2025/06/03/600x338/GROWW-IPO--0_1748279782550_1748935381546.JPG,[],[],[],
11748593243164,"Canara Bank to Hero MotoCorp: Eight stocks to buy for up to 15% gains on robust monsoon, strong Indian economy","Stocks to buy: The monsoon stock picks include Bayer CropScience, Canara Bank, Coromandel International, Emami, Godrej Agrovet, Hero MotoCorp, Supreme Industries and Swaraj Engines.",Ankit Gohel,"Fri, 30 May 2025 15:31 PM IST IST",4,false,Markets,,https://www.livemint.com/market/stock-market-news/canara-bank-to-heromotocorp-eight-stocks-to-buy-for-up-to-15-gains-on-robust-monsoon-strong-indian-economy-11748593243164.html,https://www.livemint.com/lm-img/img/2025/05/30/90x90/g7d8184ecef_1748594002090_1748594002411.jpg,https://www.livemint.com/lm-img/img/2025/05/30/90x90/g7d8184ecef_1748594002090_1748594002411.jpg,https://www.livemint.com/lm-img/img/2025/05/30/90x90/g7d8184ecef_1748594002090_1748594002411.jpg,https://www.livemint.com/lm-img/img/2025/05/30/600x338/g7d8184ecef_1748594002090_1748594002411.jpg,Stocks to buy: These monsoon stock picks are suggested to buy for a time horizon of 6-8 months.,https://www.livemint.com/lm-img/img/2025/05/30/600x338/g7d8184ecef_1748594002090_1748594002411.jpg,https://www.livemint.com/lm-img/img/2025/05/30/600x338/g7d8184ecef_1748594002090_1748594002411.jpg,[],[],[],
11748336663121,ITC to Hero MotoCorp: Experts recommend THESE 6 stocks to buy on an above-normal monsoon in India,"India anticipates an above-normal monsoon in 2025. The IMD confirmed an early monsoon arrival, crucial for agriculture and economic growth, with significant benefits for sectors like agrochemicals, auto, and FMCG.",Nishant Kumar,"Tue, 27 May 2025 14:43 PM IST IST",2,false,Markets,,https://www.livemint.com/market/stock-market-news/itc-to-hero-motocorp-experts-recommend-these-6-stocks-to-buy-on-an-above-normal-monsoon-in-india-11748336663121.html,https://www.livemint.com/lm-img/img/2025/05/27/90x90/go_1748067288688_1748336861165.png,https://www.livemint.com/lm-img/img/2025/05/27/90x90/go_1748067288688_1748336861165.png,https://www.livemint.com/lm-img/img/2025/05/27/90x90/go_1748067288688_1748336861165.png,https://www.livemint.com/lm-img/img/2025/05/27/600x338/go_1748067288688_1748336861165.png,"The India Meteorological Department (IMD) declared the arrival of monsoon in India on May 24, eight days ahead of its normal date, scheduled for June 1.",https://www.livemint.com/lm-img/img/2025/05/27/600x338/go_1748067288688_1748336861165.png,https://www.livemint.com/lm-img/img/2025/05/27/600x338/go_1748067288688_1748336861165.png,[],[],[],
11747798429461,"Maruti, Eicher to MRF: 6 auto stocks near record highs after strong rally. Do you own any?","Auto stocks, including Maruti Suzuki and MRF, are nearing record highs after a sustained upward trend. MRF is just 1% below its peak, while Mahindra &amp; Mahindra and TVS Motor Company are also close to their all-time highs, driven by improved market sentiment and economic recovery expectations.",A Ksheerasagar,"Wed, 21 May 2025 16:37 PM IST IST",3,false,Markets,,https://www.livemint.com/market/stock-market-news/maruti-eicher-to-mrf-6-auto-stocks-near-record-highs-after-strong-rally-do-you-own-any-11747798429461.html,https://www.livemint.com/lm-img/img/2025/05/21/90x90/gcf6d1e802df950549c96c38e1498dacd79c471f4ca454c974_1725874394979_1747814302661.jpg,https://www.livemint.com/lm-img/img/2025/05/21/90x90/gcf6d1e802df950549c96c38e1498dacd79c471f4ca454c974_1725874394979_1747814302661.jpg,https://www.livemint.com/lm-img/img/2025/05/21/90x90/gcf6d1e802df950549c96c38e1498dacd79c471f4ca454c974_1725874394979_1747814302661.jpg,https://www.livemint.com/lm-img/img/2025/05/21/600x338/gcf6d1e802df950549c96c38e1498dacd79c471f4ca454c974_1725874394979_1747814302661.jpg,"From Maruti to MRF, 6 auto stocks near record highs after strong rally. Do you own any?",https://www.livemint.com/lm-img/img/2025/05/21/600x338/gcf6d1e802df950549c96c38e1498dacd79c471f4ca454c974_1725874394979_1747814302661.jpg,https://www.livemint.com/lm-img/img/2025/05/21/600x338/gcf6d1e802df950549c96c38e1498dacd79c471f4ca454c974_1725874394979_1747814302661.jpg,[],[],[],
11747664560527,Hero-backed Euler Motors eyes profitability by 2029 after aggressive expansion,This came after the Delhi-based company closed a  ?638 crore Series D funding round led by Hero MotoCorp,Ayaan Kartik,"Mon, 19 May 2025 22:38 PM IST IST",3,false,Companies,,https://www.livemint.com/companies/news/hero-motocorp-backed-euler-motors-eyes-profitability-by-2029-aggressive-expansion-funding-saurav-kumar-ceo-ev-11747664560527.html,https://www.livemint.com/lm-img/img/2025/05/19/90x90/Saurav_Kumar_Founder_CEO_Euler_Motors_1747670942574_1747670949086.jpg,https://www.livemint.com/lm-img/img/2025/05/19/90x90/Saurav_Kumar_Founder_CEO_Euler_Motors_1747670942574_1747670949086.jpg,https://www.livemint.com/lm-img/img/2025/05/19/90x90/Saurav_Kumar_Founder_CEO_Euler_Motors_1747670942574_1747670949086.jpg,https://www.livemint.com/lm-img/img/2025/05/19/600x338/Saurav_Kumar_Founder_CEO_Euler_Motors_1747670942574_1747670949086.jpg,"Saurav Kumar, the founder and chief executive officer (CEO) of Euler Motors, held a 9.82% stake in the company before the conclusion of this funding round.",https://www.livemint.com/lm-img/img/2025/05/19/600x338/Saurav_Kumar_Founder_CEO_Euler_Motors_1747670942574_1747670949086.jpg,https://www.livemint.com/lm-img/img/2025/05/19/600x338/Saurav_Kumar_Founder_CEO_Euler_Motors_1747670942574_1747670949086.jpg,[],[],[],
11747560193764,Hero MotoCorp vs Eicher Motors: Which 2W stock looks better after Q4 performance?,"Hero MotoCorp and Eicher Motors reported Q4FY24 results meeting analyst expectations, driven by higher sales and exports. Analysts maintain an optimistic outlook, with target prices for Hero at  ?5,030 and Eicher at  ?5,665, reflecting strong market positions and product launches.",A Ksheerasagar,"Mon, 19 May 2025 12:42 PM IST IST",2,false,Markets,,https://www.livemint.com/market/stock-market-news/hero-motocorp-vs-eicher-motors-which-2w-stock-looks-better-after-q4-performance-11747560193764.html,https://www.livemint.com/lm-img/img/2025/05/18/90x90/2-0-1412494113-Honda-Scooter-Assembly-Line22-20170_1747560399814_1747560400124.JPG,https://www.livemint.com/lm-img/img/2025/05/18/90x90/2-0-1412494113-Honda-Scooter-Assembly-Line22-20170_1747560399814_1747560400124.JPG,https://www.livemint.com/lm-img/img/2025/05/18/90x90/2-0-1412494113-Honda-Scooter-Assembly-Line22-20170_1747560399814_1747560400124.JPG,https://www.livemint.com/lm-img/img/2025/05/18/600x338/2-0-1412494113-Honda-Scooter-Assembly-Line22-20170_1747560399814_1747560400124.JPG,Hero MotoCorp vs Eicher Motors: Which 2W stock looks better after Q4 performance?,https://www.livemint.com/lm-img/img/2025/05/18/600x338/2-0-1412494113-Honda-Scooter-Assembly-Line22-20170_1747560399814_1747560400124.JPG,https://www.livemint.com/lm-img/img/2025/05/18/600x338/2-0-1412494113-Honda-Scooter-Assembly-Line22-20170_1747560399814_1747560400124.JPG,[],[],[],
11747630423622,"Maruti, Hero among automakers boosting earnings with exports as domestic demand remains on shaky ground","Maruti Suzuki and Hero MotoCorp reported increased profits in FY25, fueled by export growth of 17% and 43%, respectively, despite sluggish domestic sales. The trend towards international markets is expected to continue, enhancing margins and overall profitability for Indian auto companies.",Ayaan Kartik,"Mon, 19 May 2025 15:49 PM IST IST",3,true,Industry,,https://www.livemint.com/industry/exports-automakers-earnings-domestic-demand-shaky-ground-maruti-suzuki-hero-motocorp-siam-11747630423622.html,https://www.livemint.com/lm-img/img/2025/05/19/90x90/2-0-234127511-Maruti-suzuki-11-0_1681121791866_1747634435662.jpg,https://www.livemint.com/lm-img/img/2025/05/19/90x90/2-0-234127511-Maruti-suzuki-11-0_1681121791866_1747634435662.jpg,https://www.livemint.com/lm-img/img/2025/05/19/90x90/2-0-234127511-Maruti-suzuki-11-0_1681121791866_1747634435662.jpg,https://www.livemint.com/lm-img/img/2025/05/19/600x338/2-0-234127511-Maruti-suzuki-11-0_1681121791866_1747634435662.jpg,"Data from the Society of Indian Automobile Manufacturers indicated that domestic passenger vehicle sales grew 2% to 4.3 million, but exports surged by 15% to 770,364 units. Photo: Ramesh Pathania.",https://www.livemint.com/lm-img/img/2025/05/19/600x338/2-0-234127511-Maruti-suzuki-11-0_1681121791866_1747634435662.jpg,https://www.livemint.com/lm-img/img/2025/05/19/600x338/2-0-234127511-Maruti-suzuki-11-0_1681121791866_1747634435662.jpg,[],[],[{'interactiveurl': 'http:https://datawrapper.dwcdn.net/xYXcT/full.png'}],
11747363006276,Shares to buy or sell: Chandan Taparia recommends three stocks to buy today,"Shares to buy or sell: Chandan Taparia has recommended three stocks to buy today ? Reliance Industries, Hero MotoCorp and Jindal Steel &amp; Power shares.",Dhanya Nagasundaram,"Fri, 16 May 2025 08:37 AM IST IST",3,false,Markets,,https://www.livemint.com/market/stock-market-news/shares-to-buy-or-sell-chandan-taparia-recommends-three-stocks-to-buy-today-reliance-shares-hero-motocorp-jindal-steel-11747363006276.html,https://www.livemint.com/lm-img/img/2025/05/16/90x90/Chandan_Taparia__1725590979638_1747364517452.png,https://www.livemint.com/lm-img/img/2025/05/16/90x90/Chandan_Taparia__1725590979638_1747364517452.png,https://www.livemint.com/lm-img/img/2025/05/16/90x90/Chandan_Taparia__1725590979638_1747364517452.png,https://www.livemint.com/lm-img/img/2025/05/16/600x338/Chandan_Taparia__1725590979638_1747364517452.png,Shares to buy or sell: Chandan Taparia recommends three stocks to buy today.,https://www.livemint.com/lm-img/img/2025/05/16/600x338/Chandan_Taparia__1725590979638_1747364517452.png,https://www.livemint.com/lm-img/img/2025/05/16/600x338/Chandan_Taparia__1725590979638_1747364517452.png,[],[],[],
